Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5212-1,12-01-2015,Jenna Caffey,"470 Anzac Parade,Kingsford",Sydney,NSW,Consumer,Tina Carlton,High,Binder Posts,Office Supplies,Small Box,Regular Air,13-01-2015,$3.50,$5.74,$2.24,13,$73.70,3%,$2.69,$74.59,$5.01,$77.68
5212-1,12-03-2014,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Small Business,Natasha Song,High,Steady Liquid Accent Tank-Style Highlighters,Technology,Small Pack,Regular Air,13-03-2014,$1.31,$2.84,$1.53,29,$59.96,3%,$0.00,$59.94,$0.93,$60.67
5213-1,15-08-2013,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Express Air,16-08-2013,$1.31,$2.84,$1.53,39,$36.92,6%,$0.37,$36.55,$0.93,$37.48
5213-1,18-07-2013,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Small Business,Yvette Biti,Low,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,20-07-2013,$1.31,$2.84,$1.53,1,$37.92,2%,$0.37,$36.55,$0.93,$37.48
5213-1,03-05-2014,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,07-05-2014,$1.31,$2.84,$1.53,24,$36.92,5%,$1.69,$36.55,$0.93,$37.46
5213-1,24-08-2013,Lisa Hizard,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Home Office,Yvette Biti,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,27-08-2013,$1.31,$2.84,$1.53,43,$36.92,3%,$0.37,$36.55,$0.93,$37.46
5214-1,14-02-2015,Ralph Arnett,"88 Oxford St,Woollahra",Sydney,NSW,Consumer,Charlie Bui,High,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,15-02-2015,$1.59,$2.61,$1.02,42,$20.60,0%,$1.42,$29.30,$0.50,$29.40
5214-1,17-08-2013,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Low,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,17-08-2013,$2.52,$4.00,$1.48,8,$164.00,9%,$3.28,$160.72,$1.30,$162.02
5215-1,26-08-2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,Multimedia Mailers,Office Supplies,Wrap Bag,Express Air,01-08-2015,$99.39,$162.93,$63.54,35,"$5,493.96",10%,$44.04,"$4,454.72",$19.99,"$4,474.52"
5215-1,01-05-2015,Corintar Huige,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Xit Blank Computer Paper,Furniture,Small Pack,Regular Air,02-05-2015,$12.39,$19.98,$7.59,10,$471.48,1%,$21.53,$420.85,$5.77,$435.55
5215-1,06-03-2014,Delfina Latchford,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Small Box,Regular Air,07-03-2014,$2.39,$4.26,$1.87,45,$347.72,0%,$34.58,$322.70,$1.20,$30.20
5215-1,31-08-2015,Larry Hughes,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Technology,Small Box,Express Air,01-09-2015,$54.29,$90.48,$36.19,34,"$5,494.58",3%,$49.01,"$4,116.05",$19.99,"$4,706.88"
5216-1,27-07-2013,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,29-07-2013,$1.31,$2.84,$1.53,46,$28.92,9%,$2.36,$26.59,$0.93,$27.89
5216-1,30-03-2013,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Regular Air,31-03-2013,$1.92,$3.26,$1.34,29,$21.92,7%,$0.27,$22.33,$1.86,$22.63
5216-1,23-11-2013,Justin Hirsh,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Critical,Apex Elite Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,24-11-2013,$3.42,$8.34,$4.92,40,$156.00,5%,$13.48,$142.58,$2.64,$143.78
5216-1,16-03-2015,Khith Dawkins,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Medium,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,17-03-2015,$3.84,$6.30,$2.46,29,$136.69,7%,$9.66,$137.93,$0.50,$134.95
5216-1,04-02-2015,Dan Lawela,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,07-02-2015,$1.60,$2.62,$1.02,47,$56.92,3%,$3.42,$53.52,$0.80,$55.00
5216-1,20-08-2013,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Medium,Steady Liquid Accent Highlighters,Office Supplies,Wrap Bag,Express Air,22-08-2013,$3.47,$6.68,$3.21,30,$33.40,5%,$3.01,$30.39,$1.50,$31.89
5218-1,07-09-2014,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,07-09-2014,$1.60,$2.62,$1.02,15,$85.36,3%,$5.36,$84.96,$0.80,$84.85
5218-1,17-11-2013,Eugene Barchas,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan 479 Labels,Office Supplies,Small Pack,Express Air,17-11-2013,$1.59,$2.61,$1.02,45,$182.83,2%,$0.00,$182.83,$0.50,$189.84
5218-1,20-01-2015,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Beekin 6 Outlet Metallic Surge Strip,Technology,Small Box,Express Air,21-01-2015,$4.46,$10.89,$6.43,34,$161.90,7%,$1.75,$162.05,$4.50,$162.57
5218-1,22-08-2013,Bradley Drucker,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Economy Rollaway Files,Office Supplies,Wrap Bag,Regular Air,24-08-2013,$67.73,$165.20,$97.47,41,"$3,799.60",7%,$265.97,"$3,533.63",$19.99,"$3,553.62"
5218-1,21-07-2013,Adam Shillingsburg,"Westfield Parramatta,Parramatta",Sydney,NSW,Corporate,Stevie Bacata,Medium,Economy Rollaway Files,Office Supplies,Wrap Bag,Regular Air,23-07-2013,$67.73,$165.20,$97.47,3,"$3,799.60",10%,$325.97,"$3,533.63",$19.99,"$3,553.62"
5218-1,14-03-2013,Natalie Webber,"98-104 Parramatta Rd,Camperdown",Sydney,NSW,Small Business,Phoebe Gour,Low,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Wrap Bag,Regular Air,16-03-2013,$56.16,$136.98,$80.82,28,$396.50,8%,$0.00,$397.06,$24.49,$305.20
5219-1,20-06-2016,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Cando PC940 Copier,Technology,Medium Box,Regular Air,23-06-2016,$278.99,$449.99,$171.00,8,$338.56,9%,$3.54,$325.10,$49.00,$336.92
5219-1,17-01-2014,Sarah Brown,"10 O'Connell St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Low,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,20-01-2014,$3.52,$5.68,$2.16,47,$136.70,10%,$9.36,$123.84,$1.39,$124.56
5219-1,13-01-2014,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,18-01-2014,$16.80,$40.97,$24.17,10,$467.22,1%,$42.05,$424.17,$8.99,$436.85
5219-1,10-12-2013,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Express Air,12-12-2013,$1.31,$2.84,$1.53,19,$40.00,7%,$4.00,$36.60,$0.93,$37.69
5219-1,23-02-2014,Mathew Reese,"27 Greenfield Parade,Bankstown",Sydney,NSW,Consumer,Nicholas Fernandes,Not Specified,Smiths Standard Envelopes,Technology,Small Pack,Regular Air,24-02-2014,$3.52,$5.68,$2.16,21,$199.88,1%,$10.95,$149.63,$1.39,$140.76
5219-1,29-05-2015,Cindy Schnelling,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,31-05-2015,$56.16,$136.98,$80.82,12,$359.60,2%,$3.58,$339.55,$24.49,$393.93
5220-1,20-06-2013,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Consumer,Nicholas Fernandes,Critical,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,21-06-2013,$3.52,$5.68,$2.16,34,$184.75,3%,$9.72,$174.87,$1.39,$174.66
5220-1,13-10-2015,Clytie Kelty,"8 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Radhya Staples,Medium,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,15-10-2015,$36.02,$58.10,$22.08,50,$542.88,10%,$22.49,$524.77,$1.49,$538.52
5220-1,02-10-2013,May Stewart,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,Deluxe Rollaway Locking File with Drawer,Technology,Small Box,Regular Air,04-10-2013,$178.83,$415.88,$237.05,21,$833.76,3%,$56.50,$764.04,$11.37,$776.58
5220-1,11-05-2015,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,13-05-2015,$2.50,$5.68,$3.18,32,$233.68,7%,$13.56,$221.00,$3.60,$231.28
5220-1,11-10-2013,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,High,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,13-10-2013,$1.60,$2.62,$1.02,27,$72.42,7%,$0.53,$76.19,$0.80,$73.18
5221-1,11-10-2014,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Medium,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Technology,Small Box,Regular Air,12-10-2014,$21.56,$35.94,$14.38,34,$574.56,7%,$0.00,$553.56,$6.66,$558.75
5221-1,25-08-2013,Bruce Degenhardt,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,Smiths General Use 3-Ring Binders,Technology,Jumbo Drum,Delivery Truck,26-08-2013,$1.18,$1.88,$0.70,12,$78.96,6%,$0.00,$78.96,$1.49,$80.45
5221-1,10-08-2015,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Express Air,11-08-2015,$2.50,$5.68,$3.18,30,$129.20,3%,$2.15,$123.81,$3.60,$124.83
5221-1,07-09-2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Smiths General Use 3-Ring Binders,Furniture,Large Box,Regular Air,10-09-2014,$1.18,$1.88,$0.70,2,$73.40,7%,$5.34,$69.96,$1.49,$70.46
5221-1,13-09-2014,Christina Vanderzanden,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,Artisan 488 Labels,Office Supplies,Wrap Bag,Regular Air,17-09-2014,$2.29,$3.69,$1.40,19,$125.78,0%,$12.36,$121.04,$0.50,$124.52
5221-1,21-07-2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Low,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,23-07-2014,$1.09,$2.60,$1.51,1,$26.90,2%,$0.27,$26.63,$2.40,$26.46
5222-1,30-04-2013,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,01-05-2013,$32.02,$152.48,$120.46,7,"$24,099.50",1%,"$2,494.97","$2,751.75",$4.00,"$2,745.64"
5222-1,23-09-2014,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Low,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Express Air,25-09-2014,$1.60,$2.62,$1.02,39,$79.94,5%,$3.39,$73.97,$0.80,$86.58
5223-1,27-09-2014,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Steady Liquid Accent Highlighters,Office Supplies,Small Box,Regular Air,02-10-2014,$3.47,$6.68,$3.21,4,$74.88,3%,$0.75,$74.13,$1.50,$76.69
5224-1,30-03-2013,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,31-03-2013,$1.94,$3.08,$1.14,6,$154.98,1%,$6.20,$148.78,$0.99,$145.28
5224-1,08-10-2014,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Low,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,10-10-2014,$1.94,$3.08,$1.14,37,$120.50,4%,$1.22,$124.48,$0.99,$124.58
5224-1,17-09-2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Critical,Artisan 48 Labels,Technology,Medium Box,Express Air,10-09-2014,$3.84,$6.30,$2.46,8,$130.46,9%,$5.10,$127.18,$0.50,$122.19
5224-1,30-08-2013,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,01-09-2013,$1.59,$2.61,$1.02,26,"$1,465.20",4%,$15.36,"$1,368.90",$0.50,"$1,492.04"
5224-1,09-08-2013,Aaron Bergman,"Westfield Sydney,Sydney",Melbourne,VIC,Small Business,Yvette Biti,High,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,16-08-2013,$67.73,$165.20,$97.47,43,"$1,342.60",0%,$38.26,"$1,318.54",$19.99,"$1,342.90"
5224-1,29-07-2013,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,Apex Elite Stainless Steel Scissors,Office Supplies,Small Box,Express Air,30-07-2013,$3.42,$8.34,$4.92,23,$119.15,6%,$4.96,$123.56,$2.64,$124.77
5224-1,30-03-2013,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,31-03-2013,$1.84,$2.88,$1.04,10,$26.32,6%,$0.17,$26.13,$0.99,$27.62
5225-1,29-06-2013,Adam Bellavance,"106 Ebley Street,Bondi Junction",Sydney,NSW,Consumer,Leighton Forrest,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,01-07-2013,$21.56,$36.55,$14.99,34,$436.00,10%,$34.62,$323.14,$13.89,$331.29
5225-1,13-05-2013,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Low,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,15-05-2013,$1.59,$2.61,$1.02,44,$92.02,3%,$7.34,$85.56,$0.50,$88.51
5226-1,06-04-2013,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Low,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,08-04-2013,$2.52,$4.00,$1.48,32,$22.40,10%,$2.21,$21.60,$1.30,$23.29
5226-1,05-10-2013,Joni Wasserman,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Critical,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,12-10-2013,$19.83,$30.98,$11.15,11,"$1,631.83",3%,$146.86,"$1,484.97",$19.51,"$1,495.97"
5226-1,13-12-2014,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Not Specified,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,15-12-2014,$14.95,$34.76,$19.81,15,"$3,799.60",1%,$179.05,"$3,533.65",$8.22,"$3,653.32"
5227-1,16-03-2015,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Medium,Apex Straight Scissors,Technology,Jumbo Drum,Delivery Truck,16-03-2015,$5.19,$12.98,$7.79,46,$437.28,7%,$20.16,$427.10,$3.14,$431.59
5227-1,22-03-2015,Tom Ashbrook,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,High,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,23-03-2015,$5.19,$12.98,$8.79,2,$431.36,5%,$11.65,$403.03,$3.14,$424.68
5228-1,13-02-2014,Steve Nguyen,"73 York St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Express Air,13-02-2014,$2.98,$5.84,$2.86,39,$152.10,8%,$12.32,$122.98,$0.83,$124.51
5229-1,05-05-2013,Christopher Schild,"3A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,06-05-2013,$4.53,$7.30,$2.77,33,$353.08,5%,$52.21,$228.03,$7.72,$231.25
5229-1,30-06-2014,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Low,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Express Air,03-07-2014,$4.59,$7.28,$2.69,8,$118.96,0%,$5.95,$113.02,$11.15,$116.65
5229-1,21-09-2014,Feorge Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Low,Apex Preferred Stainless Steel Scissors,Furniture,Small Pack,Regular Air,22-09-2014,$2.50,$5.68,$3.18,17,$254.76,1%,$25.93,$233.15,$3.60,$234.85
5229-1,01-09-2013,Carol Triggs,"644 George St,Sydney",Sydney,NSW,Small Business,Radhya Staples,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,02-09-2013,$1.18,$1.88,$0.70,27,$80.84,3%,$2.43,$78.41,$1.49,$79.90
5229-1,20-09-2013,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,23-10-2013,$1.18,$1.88,$0.70,43,$80.84,3%,$2.43,$78.41,$1.49,$79.90
5230-1,08-12-2013,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Medium,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,08-12-2013,$0.93,$1.60,$0.67,30,$40.00,2%,$4.00,$36.00,$1.29,$37.29
5231-1,15-02-2013,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Pack,Regular Air,16-02-2013,$1.18,$1.88,$0.70,8,$58.70,3%,$0.00,$59.85,$1.49,$60.46
5231-1,04-05-2014,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Low,Pestelop Short Pencils,Office Supplies,Small Box,Regular Air,06-03-2014,$1.09,$2.60,$1.51,30,$69.32,8%,$0.00,$68.86,$2.40,$80.46
5232-1,26-10-2013,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Consumer,Mihael Khan,Not Specified,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,28-10-2013,$2.31,$3.78,$1.47,6,$75.20,2%,$7.90,$69.96,$0.71,$70.46
5232-1,28-06-2015,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Not Specified,Artisan Non-Stick Binders,Office Supplies,Wrap Bag,Regular Air,30-06-2015,$2.74,$4.49,$1.75,45,$75.94,8%,$2.72,$71.48,$1.49,$79.45
5232-1,03-06-2014,Jeremy Lonsdale,"163 Concord Road,North Strathfield",Sydney,NSW,Small Business,Charlie Bui,Medium,TechSavi Cordless Elite Duo,Office Supplies,Small Box,Regular Air,04-06-2014,$60.59,$100.98,$40.39,13,"$2,751.22",10%,$192.83,"$2,650.05",$7.18,"$2,647.75"
5232-1,01-01-2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Not Specified,12 Colored Short Pencils,Technology,Small Box,Regular Air,03-01-2015,$1.09,$2.60,$1.51,26,$51.84,5%,$2.09,$40.92,$2.40,$43.25
5232-1,19-12-2013,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,21-12-2013,$0.24,$1.26,$1.02,2,$41.36,7%,$0.60,$42.34,$0.70,$43.04
5233-1,10-01-2014,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,10-01-2014,$1.84,$2.88,$1.04,32,$89.44,9%,$4.47,$86.47,$0.99,$88.68
5234-1,17-05-2014,Doborah Brumfield,"644 George St,Sydney",Sydney,NSW,Corporate,Radhya Staples,Not Specified,"Alto Parchment Paper, Assorted Colors",Technology,Small Box,Express Air,18-05-2014,$4.59,$7.28,$2.69,29,$259.60,3%,$10.38,$249.22,$11.15,$245.26
5234-1,04-09-2013,Rob Haberlin,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,06-09-2013,$3.32,$5.18,$1.86,18,$191.66,5%,$13.42,$178.24,$2.04,$180.28
5234-1,10-04-2015,Katrina Edelman,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,11-04-2015,$4.53,$7.30,$2.77,40,$359.25,0%,$3.69,$343.75,$7.72,$335.34
5235-1,03-05-2014,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Low,Artisan 481 Labels,Technology,Jumbo Drum,Delivery Truck,07-05-2014,$1.94,$3.08,$1.14,34,$131.04,2%,$12.31,$122.83,$0.99,$124.25
5236-1,23-02-2014,Pauline Chand,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,TechSavi Cordless Elite Duo,Technology,Small Box,Regular Air,25-02-2014,$60.59,$100.98,$40.39,12,$396.92,4%,$0.00,$399.00,$7.18,$300.98
5236-1,05-11-2013,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Low,Smiths Colored Bar Computer Paper,Office Supplies,Wrap Bag,Regular Air,07-11-2013,$21.97,$35.44,$13.47,11,$359.96,0%,$26.91,$339.57,$4.92,$347.25
5236-1,08-06-2014,John Lee,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,High,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,Regular Air,10-06-2014,$1.09,$1.82,$0.73,34,$85.56,10%,$9.52,$84.07,$1.00,$85.76
5236-1,22-05-2015,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,24-05-2015,$1.84,$2.88,$1.04,17,$75.22,6%,$2.75,$72.49,$0.99,$72.63
5237-1,25-09-2014,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,26-09-2014,$2.50,$5.68,$3.18,50,$259.72,7%,$26.97,$232.39,$3.60,$234.95
5237-1,08-12-2013,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Express Air,08-12-2013,$4.79,$11.97,$7.18,43,$474.48,3%,$43.60,$430.28,$5.81,$476.58
5238-1,01-09-2013,Carol Triggs,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Medium,Artisan Binder Labels,Office Supplies,Small Pack,Express Air,02-09-2013,$2.45,$3.89,$1.44,46,$80.84,5%,$2.43,$78.47,$7.01,$89.85
5238-1,01-10-2013,Sanjety Skaria Arntzen,"6/15 Cross Street,Double Bay",Sydney,NSW,Home Office,Leighton Forrest,Medium,Binding Machine Supplies,Office Supplies,Wrap Bag,Express Air,02-10-2013,$18.38,$29.17,$10.79,27,$208.40,9%,$0.00,$297.94,$6.27,$20.90
5238-1,17-09-2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Critical,Artisan 48 Labels,Technology,Small Box,Regular Air,18-09-2014,$3.84,$6.30,$2.46,18,$132.48,4%,$5.30,$127.18,$0.50,$122.19
5238-1,20-07-2013,Neil French,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Critical,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Express Air,23-07-2013,$4.53,$7.30,$2.77,36,$259.36,0%,$20.98,$239.22,$7.72,$243.25
5239-1,21-06-2015,Erica Bern,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,23-06-2015,$1.84,$2.88,$1.04,21,$116.28,5%,$9.35,$110.83,$0.99,$113.53
5240-1,21-07-2013,Adam Shillingsburg,"Westfield Parramatta,Parramatta",Sydney,NSW,Consumer,Stevie Bacata,Medium,Artisan 478 Labels,Technology,Small Box,Regular Air,23-07-2013,$3.14,$4.91,$1.77,12,$356.02,0%,$3.30,$131.88,$0.50,$139.69
5240-1,19-05-2015,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Express Air,20-05-2015,$52.07,$83.98,$31.91,8,"$2,702.92",4%,"$2,035.34","$2,650.95",$5.01,"$2,568.75"
